Name,Ingredients,Instructions,nutr_per_ingredient,quantity,unit,weight_per_ingr,Total Time,Calories
Hazelnut Praline,"['sugars, granulated', 'nuts, hazelnuts or filberts']","['Lightly oil a baking sheet.', 'In a dry heavy saucepan cook sugar over moderate heat, stirring with a fork, until melted and cook, without stirring, swirling pan, just until a golden caramel.', 'Add hazelnuts, stirring until coated well.', 'Immediately pour mixture onto baking sheet and cool completely, about 30 minutes.', 'Remove praline from baking sheet and break into pieces.', 'Praline may be eaten as candy or ground in a food processor and used as a dessert topping.']","[{'fat': 0.0, 'nrg': 384.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 100.56000000000002}, {'fat': 69.86, 'nrg': 722.0, 'pro': 17.19, 'sat': 5.134, 'sod': 0.0, 'sug': 4.99}]","['1/2', '1']","['cup', 'cup']","[100.80000000000001, 115.0]",30.0,1106.0
Honey Mustard Dip,"['mustard, prepared, yellow', 'cream, sour, cultured', 'honey', 'spices, rosemary, dried', 'sauce, worcestershire']",['Puree all.'],"[{'fat': 187.68, 'nrg': 3312.0, 'pro': 209.76000000000002, 'sat': 12.144, 'sod': 60720.0, 'sug': 55.20000000000001}, {'fat': 445.43999999999994, 'nrg': 4608.0, 'pro': 55.67999999999999, 'sat': 233.66400000000002, 'sod': 768.0, 'sug': 78.72}, {'fat': 0.0, 'nrg': 14434.0, 'pro': 14.280000000000001, 'sat': 0.0, 'sod': 196.0, 'sug': 3897.46}, {'fat': 0.54, 'nrg': 12.0, 'pro': 0.18, 'sat': 0.264, 'sod': 3.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 60.66666666666666, 'pro': 0.0, 'sat': 0.0, 'sod': 779.3333333333333, 'sug': 7.979999999999999}]","['23', '12', '14', '1', '14']","['cup', 'cup', 'cup', 'tablespoon', 'teaspoon']","[5520.0, 2304.0, 4746.0, 3.6, 79.33333333333333]",,22426.666666666668
Homemade Honey Granola,"['margarine, regular, 80% fat, composite, stick, without salt', 'honey', 'salt, table', 'oats']","['Melt the margarine in a 3-quart saucepan over medium heat.', 'Add the honey and salt.', 'Heat the honey briefly with the margarine and then add the oatmeal.', 'Stir.', 'Turn the mixture onto an ungreased 9 by 13-inch cookie sheet.', 'Spread the granola out evenly and bake it at 375 for 10 minutes.', 'It should be a toasty brown.', 'Remove it from the oven and allow to cool and crisp up in the pan.', 'Store it in a clean coffee can or sealed canister.', 'Add 1/2 cup nuts and dried fruit if desired after granola is cool.', 'Serve with milk, on yogurt, or eat by the handfull.', 'Whatever suits you best.']","[{'fat': 2567.04, 'nrg': 22848.0, 'pro': 4.48, 'sat': 483.168, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 12372.0, 'pro': 12.24, 'sat': 0.0, 'sod': 168.0, 'sug': 3340.68}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 32.28, 'nrg': 1821.0, 'pro': 79.05000000000001, 'sat': 5.697, 'sod': 9.0, 'sug': 0.0}]","['14', '12', '14', '3']","['cup', 'cup', 'teaspoon', 'cup']","[3180.7999999999997, 4068.0, 83.99999999999999, 468.0]",10.0,37041.0
Golden Pancakes,"['wheat flour, white, all-purpose, unenriched', 'wheat flour, white, all-purpose, unenriched', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'leavening agents, baking soda', 'salt, table', 'spices, cinnamon, ground', 'spices, nutmeg, ground', 'spices, cloves, ground', 'orange juice, raw', 'orange juice, raw', 'raisins, seeded']","['Spray a non-stick frying pan or griddle lightly with canola oil, and begin heating it on medium-high.', 'Meanwhile, mix all the dry ingredients (flours through cloves) and add the rind, juice, and raisins to a well in the center.', 'Mix briefly, just until combined (a few lumps are okay).', 'When the skillet is hot, drop the batter by quarter-cupfuls and cook until the tops are beginning to bubble.', 'Turn and cook a couple more minutes until the underside is golden and the inside is cooked.', 'Serve immediately.']","[{'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 1.5375, 'nrg': 568.75, 'pro': 16.1375, 'sat': 0.2425, 'sod': 2.5, 'sug': 0.42500000000000004}, {'fat': 0.0, 'nrg': 4.0, 'pro': 0.0, 'sat': 0.0, 'sod': 976.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 15108.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.42, 'nrg': 84.0, 'pro': 1.4, 'sat': 0.12599999999999997, 'sod': 0.0, 'sug': 0.84}, {'fat': 14.400000000000002, 'nrg': 216.0, 'pro': 2.3400000000000003, 'sat': 10.278, 'sod': 0.0, 'sug': 1.2600000000000002}, {'fat': 0.016848000000000002, 'nrg': 0.3744, 'pro': 0.008112, 'sat': 0.005179200000000001, 'sod': 0.3744, 'sug': 0.00312}, {'fat': 0.010416666666666666, 'nrg': 2.333333333333333, 'pro': 0.03625, 'sat': 0.0012499999999999998, 'sod': 0.041666666666666664, 'sug': 0.4339583333333333}, {'fat': 0.75, 'nrg': 168.0, 'pro': 2.61, 'sat': 0.09, 'sod': 3.0, 'sug': 31.244999999999997}, {'fat': 12.46, 'nrg': 6832.0, 'pro': 58.24, 'sat': 4.116, 'sod': 644.0, 'sug': 0.0}]","['1', '1 1/4', '2', '12', '12', '14', '18', '1', '1', '1 1/2', '14']","['cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'pinch', 'teaspoon', 'cup', 'cup']","[125.0, 156.25, 9.2, 55.199999999999996, 72.0, 36.4, 39.6, 0.13104000000000002, 5.166666666666666, 372.0, 2310.0]",,8330.457733333333
Shaved Carrot Salad,"['carrots, raw', 'vinegar, balsamic', 'sugars, granulated', 'dill weed, fresh', 'salt, table']","['Combine carrot, vinegar, sugar, dill, and salt in a medium bowl; toss to coat.']","[{'fat': 0.62, 'nrg': 104.0, 'pro': 2.38, 'sat': 0.094, 'sod': 176.0, 'sug': 12.14}, {'fat': 0.0, 'nrg': 9.333333333333332, 'pro': 0.05333333333333333, 'sat': 0.0, 'sod': 2.6666666666666665, 'sug': 1.5933333333333333}, {'fat': 0.0, 'nrg': 8.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2.095}, {'fat': 0.0020833333333333333, 'nrg': 0.08333333333333333, 'pro': 0.006458333333333333, 'sat': 0.00010416666666666666, 'sod': 0.10416666666666666, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 581.25, 'sug': 0.0}]","['2', '2', '1/2', '1', '1/4']","['cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon']","[256.0, 10.666666666666666, 2.1, 0.18541666666666667, 1.5]",,121.41666666666666
Poppy Seed Hamentaschen Filing,"['spices, poppy seed', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'honey', 'dates, deglet noor', 'raisins, seeded', 'nuts, walnuts, english', 'spices, cinnamon, ground', 'spices, nutmeg, ground']","['Cook all ingredients over low heat and stir occasionally until almost all liquid is evaporated.', 'Yields 2 1/2 cups.']","[{'fat': 55.68, 'nrg': 720.0, 'pro': 24.0, 'sat': 6.048, 'sod': 48.0, 'sug': 3.8400000000000003}, {'fat': 1.185, 'nrg': 51.0, 'pro': 4.11, 'sat': 0.7725, 'sod': 53.5, 'sug': 6.345}, {'fat': 0.0, 'nrg': 257.75, 'pro': 0.255, 'sat': 0.0, 'sod': 3.5, 'sug': 69.5975}, {'fat': 0.18999999999999997, 'nrg': 138.33333333333331, 'pro': 1.2, 'sat': 0.015666666666666666, 'sod': 1.0, 'sug': 31.04}, {'fat': 0.29666666666666663, 'nrg': 162.66666666666666, 'pro': 1.3866666666666667, 'sat': 0.09799999999999999, 'sod': 15.333333333333332, 'sug': 0.0}, {'fat': 19.075, 'nrg': 191.25, 'pro': 4.455, 'sat': 1.79175, 'sod': 0.5, 'sug': 0.7625}, {'fat': 0.014999999999999998, 'nrg': 3.0, 'pro': 0.05, 'sat': 0.0045, 'sod': 0.0, 'sug': 0.029999999999999995}, {'fat': 0.4, 'nrg': 6.0, 'pro': 0.065, 'sat': 0.2855, 'sod': 0.0, 'sug': 0.035}]","['1', '1/2', '1/4', '1/3', '1/3', '1/4', '1/2', '1/2']","['cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'teaspoon', 'teaspoon']","[134.4, 122.0, 84.75, 49.0, 55.0, 29.25, 1.3, 1.1]",,1530.0
Eazee Cheezes - Tiny Cheese Crackers,"['wheat flour, white, all-purpose, unenriched', 'wheat flour, white, all-purpose, unenriched', 'cheese, cheddar', 'butter, without salt', 'salt, table', 'spices, pepper, black']","[""Put all ingredients into the food processor and pulse til it's a small crumbly mixture."", 'Add a few Tbls.', 'of cold water, a little at a time, just until it holds together.', 'Remove and form into two disks, wrap both in plastic and chill for about 1/2 hour.', 'Work with one disk at a time, rolling out to 1/8 inch thickness.', 'Cut into shapes with tiny garnish cutter or into 1 inch squares.', 'Place on a parchment lined baking sheet and bake at 350F for about 15 - 18 minutes.', 'You can also add a dash of spices or herbs to these, ie.', 'chipotle chili powder, parsley, Italian seasoning,.']","[{'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 14.76, 'nrg': 5460.0, 'pro': 154.92000000000002, 'sat': 2.3280000000000003, 'sod': 24.0, 'sug': 4.08}, {'fat': 264.4101166, 'nrg': 3206.89544, 'pro': 181.5388582, 'sat': 149.76360462, 'sod': 5183.4225799999995, 'sug': 3.8101727999999992}, {'fat': 2211.84, 'nrg': 19584.0, 'pro': 23.04, 'sat': 1376.4479999999999, 'sod': 384.0, 'sug': 1.92}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.00875, 'nrg': 0.75, 'pro': 0.029999999999999995, 'sat': 0.004, 'sod': 0.0, 'sug': 0.00125}]","['1 1/2', '12', '12-16', '12', '1', '1']","['cup', 'cup', 'ounce', 'cup', 'teaspoon', 'dash']","[187.5, 1500.0, 793.786, 2726.3999999999996, 6.0, 0.2875]",138.0,28934.14544
Strawberry Milkshake's,"['strawberries, raw', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'sugars, powdered', 'vanilla extract', 'ice creams, strawberry']","['Place the first four ingredients into a blender and puree to smooth.', 'Add the Ice Cream and process until well blended-garnish with a fresh berry or whipped cream.']","[{'fat': 1.3800000000000001, 'nrg': 147.0, 'pro': 3.06, 'sat': 0.069, 'sod': 6.0, 'sug': 22.29}, {'fat': 80.58, 'nrg': 3468.0, 'pro': 279.48, 'sat': 52.53, 'sod': 3638.0, 'sug': 431.46}, {'fat': 0.0, 'nrg': 6538.0, 'pro': 0.0, 'sat': 0.0, 'sod': 28.0, 'sug': 1643.18}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 22.262857142857143, 'nrg': 507.42857142857144, 'pro': 8.502857142857144, 'sat': 13.76, 'sod': 160.0, 'sug': 0.0}]","['1 1/2', '34', '14', '1', '1']","['pint', 'cup', 'cup', 'teaspoon', 'pint']","[456.0, 8296.0, 1680.0, 4.2, 265.14285714285717]",,10672.42857142857
Tiger Butter Candy,"['candies, white chocolate', 'peanut butter, smooth style, without salt', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'cream, whipped, cream topping, pressurized']","['In a micrwave safe bowl, heat candy coating and peanut butter on medium for 3-4 minutes or until melted.', 'Mix well.', 'Pour onto a foil lined baking sheet coated with nonstick cooking spray.', 'Spread into thin layer.', 'In another microwave safe bowl, heat chips and cream on high for about 30 seconds or until chips are soft; stir until smooth.', 'Pour and swirl over peanut butter layer.', 'Freeze for 5 minutes or until set.', 'Break into small pieces.']","[{'fat': 145.5576728, 'nrg': 2444.8608799999997, 'pro': 26.6258504, 'sat': 88.05127904, 'sod': 408.2328, 'sug': 267.61928}, {'fat': 1578.2400000000002, 'nrg': 18336.0, 'pro': 682.5600000000001, 'sat': 317.18399999999997, 'sod': 480.0, 'sug': 322.56}, {'fat': 560.0699999999999, 'nrg': 9807.0, 'pro': 140.07, 'sat': 350.07000000000005, 'sod': 0.0, 'sug': 1119.93}, {'fat': 1.1108333333333333, 'nrg': 12.833333333333332, 'pro': 0.15999999999999998, 'sat': 0.6915833333333332, 'sod': 0.41666666666666663, 'sug': 0.39999999999999997}]","['1', '12', '12', '4']","['pound', 'cup', 'cup', 'teaspoon']","[453.592, 3072.0, 2100.0, 5.0]",9.0,30600.694213333332
Blue Cheese Dip,"['cream, sour, cultured', 'salad dressing, mayonnaise, regular', 'cheese, cottage, creamed, large or small curd', 'cheese, blue', 'spices, garlic powder', 'spices, cumin seed', 'spices, pepper, red or cayenne', 'salt, table']","['Add all ingredients and stir thoroughly.', 'I like my food a certain way and everyone has their own taste thresholds.', 'So add or subtract the amount of spices and cheese to your taste.', 'I usually add the minimum amount then mix and taste, and then add for taste.', 'Its better to err on the lesser side with spices and add more later than put too much and ruin the dish.', 'As for the blue cheese, add as you please.', 'I love blue cheese flavor but if you want a little less of it, add less and replace the rest with feta cheese accordingly.']","[{'fat': 87.77005199999999, 'nrg': 898.11216, 'pro': 11.067644799999998, 'sat': 45.9942288, 'sod': 140.61352, 'sug': 15.467487199999999}, {'fat': 339.51361199999997, 'nrg': 3084.4256, 'pro': 4.3544832, 'sat': 53.083871759999994, 'sod': 2880.3091999999997, 'sug': 2.5854743999999994}, {'fat': 19.504455999999998, 'nrg': 444.52016, 'pro': 50.43943039999999, 'sat': 7.79271056, 'sod': 1651.07488, 'sug': 12.1109064}, {'fat': 130.3623408, 'nrg': 1601.1797599999998, 'pro': 97.068688, 'sat': 84.68109048, 'sod': 5198.16432, 'sug': 2.26796}, {'fat': 0.12000000000000001, 'nrg': 60.0, 'pro': 3.06, 'sat': 0.048, 'sod': 12.0, 'sug': 0.48000000000000004}, {'fat': 0.94, 'nrg': 16.0, 'pro': 0.74, 'sat': 0.064, 'sod': 8.0, 'sug': 0.1}, {'fat': 0.62, 'nrg': 12.0, 'pro': 0.44, 'sat': 0.118, 'sod': 2.0, 'sug': 0.37999999999999995}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 13950.0, 'sug': 0.0}]","['16', '16', '16', '16', '2', '2', '2', '2']","['ounce', 'ounce', 'ounce', 'ounce', 'tablespoon', 'teaspoon', 'teaspoon', 'tablespoon']","[453.592, 453.592, 453.592, 453.592, 18.6, 4.2, 3.6, 36.0]",,6116.23768
Hearty Turkey Bake,"['potatoes, raw, skin', 'cheese, cheddar', 'ground turkey, raw', 'shortening, vegetable, household, composite', 'soup, cream of chicken, canned, condensed', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'mustard, prepared, yellow', 'spices, garlic powder', 'spices, pepper, black', 'cheese, cheddar']","['Preheat oven to 375F (190C).', 'Prepare a 1 1/2 quart casserole dish with cooking spray.', 'In a mixng bowl, combine mashed pototoes and 1/2 cup cheese.', 'Spoon potato mixture into prepared dish.', 'Using back of spoon, spread pototoes across bottom and up sides of dish to form a shell.', 'In another mixing bowl, combine turkey, vegetables, soup, milk, mustard, garlic powder, and black pepper.', 'Pour over potato shell.', 'Bake for 30 minutes.', 'Top with remaining cheese and bake 3 minutes more or until cheese has melted.']","[{'fat': 0.45, 'nrg': 261.0, 'pro': 11.565, 'sat': 0.11699999999999999, 'sod': 45.0, 'sug': 0.0}, {'fat': 21.985, 'nrg': 266.5, 'pro': 15.095, 'sat': 12.452, 'sod': 431.0, 'sug': 0.315}, {'fat': 25.7376, 'nrg': 497.28, 'pro': 66.0576, 'sat': 6.8006400000000005, 'sod': 194.88, 'sug': 0.0}, {'fat': 307.20000000000005, 'nrg': 2712.0, 'pro': 0.0, 'sat': 76.72800000000001, 'sod': 24.0, 'sug': 0.0}, {'fat': 17.584486112499995, 'nrg': 274.2814125, 'pro': 7.253219574999999, 'sat': 5.171728411249999, 'sod': 2139.3950174999995, 'sug': 1.645688475}, {'fat': 0.5925, 'nrg': 25.5, 'pro': 2.055, 'sat': 0.38625, 'sod': 26.75, 'sug': 3.1725}, {'fat': 0.085, 'nrg': 1.5, 'pro': 0.09499999999999999, 'sat': 0.0055, 'sod': 27.5, 'sug': 0.025}, {'fat': 0.005, 'nrg': 2.5, 'pro': 0.1275, 'sat': 0.002, 'sod': 0.5, 'sug': 0.02}, {'fat': 0.0175, 'nrg': 1.5, 'pro': 0.05999999999999999, 'sat': 0.008, 'sod': 0.0, 'sug': 0.0025}, {'fat': 21.985, 'nrg': 266.5, 'pro': 15.095, 'sat': 12.452, 'sod': 431.0, 'sug': 0.315}]","['3', '1/2', '1 1/2', '1 1/2', '10 3/4', '1/4', '1/2', '1/4', '1/4', '1/2']","['cup', 'cup', 'cup', 'cup', 'ounce', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'cup']","[450.0, 66.0, 336.0, 307.20000000000005, 304.757125, 61.0, 2.5, 0.775, 0.575, 66.0]",33.0,4308.561412499999
Raspberry Granita,"['water, bottled, generic', 'sugars, granulated', 'raspberries, raw']","['Using a large sauce pot, combine the water and sugar.', 'Cook until a syrup forms and all of the sugar has dissolved.', 'Add the raspberry puree to the mixture and cool.', 'Pour the mixture into a shallow pan and place it in the freezer.', 'As the mixture freezes, occasionally scrape and stir the mixture to form crystals.', 'After a few hours the granita is ready to serve.', 'Serve in small glass cups with freshly whipped cream.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 6.8038799999999995, 'sug': 0.0}, {'fat': 0.0, 'nrg': 987.413085, 'pro': 0.0, 'sat': 0.0, 'sod': 2.5514550000000003, 'sug': 254.635209}, {'fat': 0.737087, 'nrg': 58.96696, 'pro': 1.360776, 'sat': 0.021545619999999998, 'sod': 1.13398, 'sug': 5.0121915999999995}]","['12', '9', '4']","['ounce', 'ounce', 'ounce']","[340.19399999999996, 255.1455, 113.398]",,1046.380045
Mom's Salad Dressing,"['salad dressing, mayonnaise, regular', 'vinegar, red wine', 'vinegar, red wine']",['Mix all ingredients together and chill for at least 4 hours.'],"[{'fat': 165.28, 'nrg': 1504.0, 'pro': 2.08, 'sat': 25.84, 'sod': 1408.0, 'sug': 1.28}, {'fat': 0.0, 'nrg': 672.0, 'pro': 2.24, 'sat': 0.0, 'sod': 224.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 3.0, 'pro': 0.01, 'sat': 0.0, 'sod': 1.0, 'sug': 0.0}]","['1', '14', '1']","['cup', 'cup', 'tablespoon']","[220.8, 3337.6, 14.9]",240.0,2179.0
Dijon Mustard Butter,"['butter, without salt', 'mustard, prepared, yellow', 'spices, caraway seed']","['Mix everything together until fluffy.', 'Serve.']","[{'fat': 2211.84, 'nrg': 19584.0, 'pro': 23.04, 'sat': 1376.4479999999999, 'sod': 384.0, 'sug': 1.92}, {'fat': 1.0200000000000002, 'nrg': 18.0, 'pro': 1.1400000000000001, 'sat': 0.066, 'sod': 330.0, 'sug': 0.30000000000000004}, {'fat': 0.465, 'nrg': 10.5, 'pro': 0.63, 'sat': 0.0195, 'sod': 0.0, 'sug': 0.015000000000000001}]","['12', '2', '1/2-1']","['cup', 'tablespoon', 'teaspoon']","[2726.3999999999996, 30.0, 3.1500000000000004]",,19612.5
"""american"" Hummus (No Tahini)","['lemon juice, raw', 'oil, olive, salad or cooking', 'spices, garlic powder', 'spices, cumin seed', 'spices, pepper, red or cayenne', 'parsley, fresh', 'salt, table', 'spices, pepper, black', 'beans, snap, green, raw']","['Add all ingredients except garbanzo beans to food processor.', 'Cover & pulse until blended.', 'Add beans, process until smooth.', 'Tips: For creamier hummus, add a little more olive oil.', 'For ""tangier"" hummus, add a little more lemon juice.', ""If your food processor won't make it as smooth as you'd like, transfer the hummus to a bowl and gently mix/mash with the back of a spoon."", 'Enjoy!']","[{'fat': 7.67, 'nrg': 702.0, 'pro': 11.049999999999999, 'sat': 1.274, 'sod': 26.0, 'sug': 79.95}, {'fat': 18.0, 'nrg': 158.66666666666666, 'pro': 0.0, 'sat': 2.485333333333333, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.68, 'nrg': 339.99999999999994, 'pro': 17.34, 'sat': 0.272, 'sod': 68.0, 'sug': 2.72}, {'fat': 5.64, 'nrg': 96.0, 'pro': 4.44, 'sat': 0.384, 'sod': 48.0, 'sug': 0.6000000000000001}, {'fat': 3.72, 'nrg': 72.0, 'pro': 2.64, 'sat': 0.708, 'sod': 12.0, 'sug': 2.2800000000000002}, {'fat': 0.009791666666666666, 'nrg': 0.4583333333333333, 'pro': 0.03708333333333333, 'sat': 0.0016458333333333333, 'sod': 0.7083333333333333, 'sug': 0.010624999999999999}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}, {'fat': 0.9979024000000001, 'nrg': 140.61352, 'pro': 8.3007336, 'sat': 0.226796, 'sod': 27.215519999999998, 'sug': 14.787099199999998}]","['13', '4', '34', '12', '12', '1', '12', '14', '16']","['cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'ounce']","[3172.0, 18.0, 105.39999999999999, 25.200000000000003, 21.6, 1.25, 72.0, 32.199999999999996, 453.592]",,1593.7385199999999
Spicy Winter Squash Soup,"['a cajun life, all purpose cajun seasoning, upc: 095225879272', 'seeds, pumpkin and squash seeds, whole, roasted, without salt', 'spices, ginger, ground', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'onions, raw', 'celery, raw', 'spices, garlic powder', 'oil, olive, salad or cooking', 'corn, sweet, white, raw', 'beans, snap, green, raw', 'spices, basil, dried']","['Trim edges of squash, cut into four pieces, remove seeds.', 'Steam 12-15 minutes until soft.', 'Scrape the squash from the skin into a blender, add ginger and 2 1/2 cups milk; puree.', 'Saute onion, celery and garlic in 3 teaspoons olive oil until onions are soft.', 'Reduce heat to low, stir in Cajun spice mix.', 'Stir for 30 seconds, add squash puree and remaining milk.', 'Bring to a boil, simmer for 15 minutes.', 'Add corn and green beans and continue to simmer.', 'Stir in basil.', 'Season with salt to taste.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2600.0, 'sug': 0.0}, {'fat': 131.99527199999997, 'nrg': 3034.5304799999994, 'pro': 126.21197399999998, 'sat': 24.970239599999996, 'sod': 122.46983999999998, 'sug': 0.0}, {'fat': 0.4, 'nrg': 30.0, 'pro': 0.8, 'sat': 0.235, 'sod': 0.0, 'sug': 0.3}, {'fat': 10.017279, 'nrg': 431.1234, 'pro': 34.743474000000006, 'sat': 6.5302515, 'sod': 452.25690000000003, 'sug': 53.636823}, {'fat': 0.32, 'nrg': 128.0, 'pro': 3.52, 'sat': 0.134, 'sod': 12.0, 'sug': 13.56}, {'fat': 0.17, 'nrg': 16.0, 'pro': 0.7, 'sat': 0.042, 'sod': 81.0, 'sug': 1.35}, {'fat': 0.060000000000000005, 'nrg': 30.0, 'pro': 1.53, 'sat': 0.024, 'sod': 6.0, 'sug': 0.24000000000000002}, {'fat': 18.0, 'nrg': 158.66666666666666, 'pro': 0.0, 'sat': 2.485333333333333, 'sod': 0.0, 'sug': 0.0}, {'fat': 3.345241, 'nrg': 243.8057, 'pro': 9.128539, 'sat': 0.5159609000000001, 'sod': 42.52425, 'sug': 9.128539}, {'fat': 0.623689, 'nrg': 87.88345, 'pro': 5.187958500000001, 'sat': 0.1417475, 'sod': 17.0097, 'sug': 9.241937}, {'fat': 48.96, 'nrg': 3264.0, 'pro': 261.12000000000006, 'sat': 24.48, 'sod': 1632.0, 'sug': 16.320000000000004}]","['2 1/2', '1 1/2', '2-3', '1', '2', '1', '1', '4', '10', '10', '34']","['teaspoon', 'pound', 'teaspoon', 'liter', 'cup', 'cup', 'tablespoon', 'teaspoon', 'ounce', 'ounce', 'cup']","[10.0, 680.3879999999999, 9.0, 1031.3148, 320.0, 101.0, 9.3, 18.0, 283.495, 283.495, 1142.4]",30.0,7424.009696666666
