Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Country Style Steak,"['beef, grass-fed, ground, raw', 'salt, table', 'spices, pepper, black', 'wheat flour, white, all-purpose, unenriched', 'oil, olive, salad or cooking', 'soup, chicken broth or bouillon, dry', 'spices, thyme, dried']","['Preheat the oven to 300 degrees F.', 'Cut the meat with the grain into 1/2-inch thick slices and season on both sides with salt and pepper.', 'Place the flour into a pie pan.', 'Dredge the pieces of meat on both sides in the flour.', 'Tenderize the meat, using a needling device, until each slice is 1/4-inch thick.', 'Dredge in the flour again and set aside.', 'Add enough of the vegetable oil or bacon fat to just cover the bottom of a 4 to 5-quart Dutch oven set over medium-high heat.', 'Once the oil begins to shimmer, add the steaks to the pan, being careful not to overcrowd.', 'Cook until golden brown on both sides, approximately 2 minutes per side.', 'Remove the steaks to a plate and repeat until all of the steaks have been browned.', 'Remove the last steaks from the pot and add the chicken broth and thyme and whisk until the liquid just comes to a boil.', 'Return the steaks to the pot and make sure they are all submerged in the liquid.', 'Cover the pot and place it in the oven on the middle rack.', 'Cook for 11/2 hours or until the meat is tender and falling apart.']","[{'fat': 115.4845232, 'nrg': 1796.22432, 'pro': 176.1751328, 'sat': 48.3982664, 'sod': 616.88512, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4650.0, 'sug': 0.0}, {'fat': 0.07, 'nrg': 6.0, 'pro': 0.23999999999999996, 'sat': 0.032, 'sod': 0.0, 'sug': 0.01}, {'fat': 41.82, 'nrg': 15470.0, 'pro': 438.94, 'sat': 6.596, 'sod': 68.0, 'sug': 11.56}, {'fat': 3024.0, 'nrg': 26656.0, 'pro': 0.0, 'sat': 417.536, 'sod': 0.0, 'sug': 0.0}, {'fat': 26.880000000000003, 'nrg': 480.0, 'pro': 31.680000000000003, 'sat': 6.6240000000000006, 'sod': 45888.0, 'sug': 33.6}, {'fat': 0.07, 'nrg': 3.0, 'pro': 0.09, 'sat': 0.027, 'sod': 1.0, 'sug': 0.02}]","{'fat': 'red', 'salt': 'red', 'saturates': 'red', 'sugars': 'green'}","{'energy': 529.4308759485027, 'fat': 38.24677406787687, 'protein': 7.714446767735385, 'salt': 1.5266133046209538, 'saturates': 5.712751748706917, 'sugars': 0.5387147427353978}","['2', '2', '1', '34', '14', '2', '1']","['pound', 'teaspoon', 'teaspoon', 'cup', 'cup', 'cup', 'teaspoon']","[907.184, 12.0, 2.3, 4250.0, 3024.0, 192.0, 1.0]"
Butterless White Sauce (Bechamel),"['oil, olive, salad or cooking', 'wheat flour, white, all-purpose, unenriched', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Start by heat the oil in a saucepan then add in the flour gradually mixing continuously until some sort of paste is formed', 'Add in the milk', 'Whisk until creamy and thick', ""Season the sauce and it's now ready to be used!""]","[{'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.230625, 'nrg': 85.3125, 'pro': 2.4206250000000002, 'sat': 0.036375000000000005, 'sod': 0.375, 'sug': 0.06375}, {'fat': 4.74, 'nrg': 204.0, 'pro': 16.44, 'sat': 3.09, 'sod': 214.0, 'sug': 25.38}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 97.93383633197911, 'fat': 5.937666860127684, 'protein': 3.502843876958793, 'salt': 0.09953569355774812, 'saturates': 1.2730121880441092, 'sugars': 4.725478816018572}","['2', '3', '2']","['tablespoon', 'tablespoon', 'cup']","[27.0, 23.4375, 488.0]"
Caramelized Almonds,"['nuts, almonds', 'sugars, granulated']","['Toss almonds with sugar in nonstick skillet; cook on medium-high heat until sugar is caramelized, stirring frequently.', 'Spread into single layer on greased baking sheet or sheet of wax paper; cool at least 1 hour.', 'Break into small pieces.', 'Store in tightly covered container at room temperature.']","[{'fat': 71.4, 'nrg': 828.0, 'pro': 30.24, 'sat': 5.437, 'sod': 1.0, 'sug': 6.22}, {'fat': 0.0, 'nrg': 288.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 75.42}]","{'fat': 'red', 'salt': 'green', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 510.5215004574565, 'fat': 32.66239707227813, 'protein': 13.833485818847208, 'salt': 0.001143641354071363, 'saturates': 2.4871912168344004, 'sugars': 37.346752058554436}","['1', '6']","['cup', 'tablespoon']","[143.0, 75.60000000000001]"
Mom's Hazelnut Special,"[""leavening agents, yeast, baker's, active dry"", 'wheat flours, bread, unenriched', 'wheat flour, white, all-purpose, unenriched', 'wheat flours, bread, unenriched', 'water, bottled, generic', 'seeds, sesame seeds, whole, dried', 'seeds, sunflower seed kernels, dried', 'nuts, hazelnuts or filberts', 'sugars, granulated', 'oil, olive, salad or cooking', 'salt, table']","['Follow the directions for your bread machine, but do not reserve the nuts for later: add them at the beginning for better flavor.']","[{'fat': 0.45, 'nrg': 19.5, 'pro': 2.43, 'sat': 0.060000000000000005, 'sod': 3.0, 'sug': 0.0}, {'fat': 2.8375, 'nrg': 618.75, 'pro': 20.5125, 'sat': 0.41750000000000004, 'sod': 3.75, 'sug': 0.525}, {'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 0.141875, 'nrg': 30.9375, 'pro': 1.025625, 'sat': 0.020875, 'sod': 0.1875, 'sug': 0.02625}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 9.0, 'sug': 0.0}, {'fat': 4.47, 'nrg': 51.5625, 'pro': 1.595625, 'sat': 0.626125, 'sod': 1.0, 'sug': 0.026875}, {'fat': 2.2190625, 'nrg': 25.21875, 'pro': 0.89625, 'sat': 0.19209375, 'sod': 0.375, 'sug': 0.1134375}, {'fat': 139.72, 'nrg': 1444.0, 'pro': 34.38, 'sat': 10.268, 'sod': 0.0, 'sug': 9.98}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}, {'fat': 20.25, 'nrg': 178.5, 'pro': 0.0, 'sat': 2.7960000000000003, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1550.0, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 334.9139816299752, 'fat': 19.98173932060067, 'protein': 8.601837002478495, 'salt': 0.4575922146085435, 'saturates': 1.6999088788453127, 'sugars': 2.750437381542499}","['1/2', '1 1/4', '1', '1', '1 1/8', '1', '1 1/2', '2', '1', '1 1/2', '2/3']","['tablespoon', 'cup', 'cup', 'tablespoon', 'cup', 'tablespoon', 'tablespoon', 'cup', 'tablespoon', 'tablespoon', 'teaspoon']","[6.0, 171.25, 125.0, 8.5625, 266.40000000000003, 9.0, 4.3125, 230.0, 12.600000000000001, 20.25, 4.0]"
Cherry Crisp Using Fresh/Frozen Cherries,"['cherries, sweet, raw', 'sugars, granulated', 'wheat flour, white, all-purpose, unenriched', 'spices, cinnamon, ground', 'wheat flour, white, all-purpose, unenriched', 'oats', 'sugars, brown', 'spices, cinnamon, ground', 'butter, without salt']","['Preheat oven to 375.', 'In a 9x9 pan, combine cherries, 11/2 cups sugar, 4 T flour and 1/4 teaspoons cinnamon.', 'In a separate bowl combine, 1 1/2 cups flour, oats, brown sugar, remaining cinnamon.', 'Cut in softened butter until all is moistened.', 'Cover cherries with topping.', 'Bake in oven for 45 minutes or until browned and bubbly.']","[{'fat': 1.12, 'nrg': 348.0, 'pro': 5.84, 'sat': 0.208, 'sod': 0.0, 'sug': 70.76}, {'fat': 0.0, 'nrg': 1152.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 301.68}, {'fat': 0.3075, 'nrg': 113.75, 'pro': 3.2275, 'sat': 0.0485, 'sod': 0.5, 'sug': 0.085}, {'fat': 0.42, 'nrg': 84.0, 'pro': 1.4, 'sat': 0.12599999999999997, 'sod': 0.0, 'sug': 0.84}, {'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 10.76, 'nrg': 607.0, 'pro': 26.35, 'sat': 1.899, 'sod': 3.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 528.0, 'pro': 0.0, 'sat': 0.0, 'sod': 48.0, 'sug': 139.68}, {'fat': 0.36, 'nrg': 72.0, 'pro': 1.2000000000000002, 'sat': 0.108, 'sod': 0.0, 'sug': 0.72}, {'fat': 2211.84, 'nrg': 19584.0, 'pro': 23.04, 'sat': 1376.4479999999999, 'sod': 384.0, 'sug': 1.92}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'orange'}","{'energy': 556.0454987221483, 'fat': 53.43346171844067, 'protein': 1.9299161297289518, 'salt': 0.0263069483939863, 'saturates': 33.09524495158561, 'sugars': 12.387243079802742}","['4', '1 1/2', '4', '14', '1 1/2', '1', '1', '12', '12']","['cup', 'cup', 'tablespoon', 'teaspoon', 'cup', 'cup', 'cup', 'teaspoon', 'cup']","[552.0, 302.40000000000003, 31.25, 36.4, 187.5, 156.0, 144.0, 31.200000000000003, 2726.3999999999996]"
Sweet Biscuits,"['wheat flour, white, all-purpose, unenriched', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'sugars, granulated', 'margarine, regular, 80% fat, composite, stick, without salt', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Mix dry ingredients together.', 'Cut in margarine.', 'Add liquid and stir quickly until just incorporated.', 'Form into palm-sized balls and place on baking sheet.', 'Bake 13-15 minutes at 425 (You can put them in as the oven heats).']","[{'fat': 2.1525, 'nrg': 796.25, 'pro': 22.5925, 'sat': 0.3395, 'sod': 3.5, 'sug': 0.5950000000000001}, {'fat': 0.0, 'nrg': 8.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1952.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 192.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 50.28000000000001}, {'fat': 57.300000000000004, 'nrg': 510.0, 'pro': 0.1, 'sat': 10.785, 'sod': 0.0, 'sug': 0.0}, {'fat': 54.510000000000005, 'nrg': 2346.0, 'pro': 189.06, 'sat': 35.535, 'sod': 2461.0, 'sug': 291.87}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 64.52085653750493, 'fat': 1.9087437505757427, 'protein': 3.5466163083803, 'salt': 0.18492852417281488, 'saturates': 0.7814941672040263, 'sugars': 5.740593412667175}","['1 3/4', '4', '4', '5', '23']","['cup', 'teaspoon', 'tablespoon', 'tablespoon', 'cup']","[218.75, 18.4, 50.400000000000006, 71.0, 5612.0]"
Papa John's Pizza Seasoning,"['spices, paprika', 'salt, table', 'spices, garlic powder', 'spices, pepper, black', 'spices, onion powder', 'spices, pepper, red or cayenne', 'spices, oregano, dried', 'spices, thyme, dried']",['Mix all thoroughly.'],"[{'fat': 2.25, 'nrg': 45.0, 'pro': 2.4750000000000005, 'sat': 0.3675, 'sod': 15.0, 'sug': 1.8}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 13950.0, 'sug': 0.0}, {'fat': 0.12000000000000001, 'nrg': 60.0, 'pro': 3.06, 'sat': 0.048, 'sod': 12.0, 'sug': 0.48000000000000004}, {'fat': 0.21000000000000002, 'nrg': 18.0, 'pro': 0.72, 'sat': 0.096, 'sod': 0.0, 'sug': 0.030000000000000002}, {'fat': 0.060000000000000005, 'nrg': 24.0, 'pro': 0.75, 'sat': 0.015000000000000001, 'sod': 6.0, 'sug': 0.48000000000000004}, {'fat': 0.93, 'nrg': 18.0, 'pro': 0.66, 'sat': 0.177, 'sod': 3.0, 'sug': 0.5700000000000001}, {'fat': 0.12000000000000001, 'nrg': 9.0, 'pro': 0.27, 'sat': 0.048, 'sod': 0.0, 'sug': 0.12000000000000001}, {'fat': 0.21000000000000002, 'nrg': 9.0, 'pro': 0.27, 'sat': 0.081, 'sod': 3.0, 'sug': 0.060000000000000005}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 187.98151001540833, 'fat': 4.0061633281972275, 'protein': 8.428351309707244, 'salt': 35.92449922958398, 'saturates': 0.8551617873651773, 'sugars': 3.6363636363636367}","['2 1/2', '2', '2', '1', '1', '1', '1', '1']","['tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon']","[17.25, 36.0, 18.6, 6.8999999999999995, 7.2, 5.4, 3.0, 3.0]"
Tofu Mushroom Soup With Ground Pork,"['beans, snap, green, raw', 'pork, fresh, loin, tenderloin, separable lean only, raw', 'soup, chicken broth or bouillon, dry', 'water, bottled, generic', 'mushrooms, portabella, raw', 'carrots, raw', 'parsley, fresh', 'onions, spring or scallions (includes tops and bulb), raw', 'spices, pepper, red or cayenne', 'onions, raw', 'sauce, fish, ready-to-serve', 'spices, garlic powder', 'spices, pepper, black', 'spices, ginger, ground', 'oil, sesame, salad or cooking']","['Add chicken broth, water and mushroom in a saucepan and bring to a broil.', 'Add ground pork - crumble pork into small pieces with the back of a wooden spoon as you stir then add carrots and Lipton onion mushroom soup mix stir and let simmer in medium heat for 3 to 5 minutes.', 'Add tofu, red banana pepper, parsley, fish sauce, garlic, ginger and ground pepper, stir and simmer for 2 to 3 minutes.', 'Add scallion and sesame oil.', 'Serve hot.']","[{'fat': 0.9979024000000001, 'nrg': 140.61352, 'pro': 8.3007336, 'sat': 0.226796, 'sod': 27.215519999999998, 'sug': 14.787099199999998}, {'fat': 118.11535679999999, 'nrg': 5932.98336, 'pro': 1140.3302879999999, 'sat': 37.99286591999999, 'sod': 2884.84512, 'sug': 0.0}, {'fat': 20.160000000000004, 'nrg': 360.0, 'pro': 23.76, 'sat': 4.968000000000001, 'sod': 34416.0, 'sug': 25.199999999999996}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32.0, 'sug': 0.0}, {'fat': 3.5999999999999996, 'nrg': 228.0, 'pro': 21.72, 'sat': 0.624, 'sod': 96.0, 'sug': 25.799999999999997}, {'fat': 3.7199999999999998, 'nrg': 624.0, 'pro': 14.28, 'sat': 0.5640000000000001, 'sod': 1056.0, 'sug': 72.84}, {'fat': 6.58, 'nrg': 308.0, 'pro': 24.92, 'sat': 1.106, 'sod': 476.0, 'sug': 7.140000000000001}, {'fat': 2.66, 'nrg': 448.0, 'pro': 25.62, 'sat': 0.448, 'sod': 224.0, 'sug': 32.620000000000005}, {'fat': 267.84000000000003, 'nrg': 5184.0, 'pro': 190.08, 'sat': 50.97599999999999, 'sod': 864.0, 'sug': 164.16}, {'fat': 0.02, 'nrg': 8.0, 'pro': 0.22, 'sat': 0.008375, 'sod': 0.75, 'sug': 0.8475}, {'fat': 0.0, 'nrg': 6.0, 'pro': 0.91, 'sat': 0.001, 'sod': 1413.0, 'sug': 0.66}, {'fat': 0.060000000000000005, 'nrg': 30.0, 'pro': 1.53, 'sat': 0.024, 'sod': 6.0, 'sug': 0.24000000000000002}, {'fat': 0.07, 'nrg': 6.0, 'pro': 0.23999999999999996, 'sat': 0.032, 'sod': 0.0, 'sug': 0.01}, {'fat': 0.08, 'nrg': 6.0, 'pro': 0.16, 'sat': 0.047, 'sod': 0.0, 'sug': 0.05999999999999999}, {'fat': 54.4, 'nrg': 480.0, 'pro': 0.0, 'sat': 7.724, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 102.2642731280676, 'fat': 3.554335704162387, 'protein': 10.790534619573492, 'salt': 0.7709023433041322, 'saturates': 0.7783521320221247, 'sugars': 2.5590195480443643}","['16', '12', '1 1/2', '4', '12', '12', '14', '14', '18', '2', '1', '1', '1', '1', '12']","['ounce', 'pound', 'cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'tablespoon', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon']","[453.592, 5443.103999999999, 144.0, 947.2, 1032.0, 1536.0, 840.0, 1400.0, 1555.2, 20.0, 18.0, 9.3, 2.3, 1.8, 54.4]"
Gravlax,"['salt, table', 'dill weed, fresh', 'orange juice, raw', 'lime juice, raw', 'spices, pepper, black', 'alcoholic beverage, distilled, vodka, 80 proof', 'fish, salmon, atlantic, wild, raw', 'sugars, granulated']","['Rinse salmon under cold running water and pat dry with paper towels.', 'Combine salt, dill, orange zest, lime zest, pepper and vodka in a small bowl and mix thoroughly.', 'Place the salmon, skin side down, on plastic wrap and pack the salt mixture over the entire cut side.', 'Press mixture in firmly.', 'wrap salmon completely and tightly in the plastic wrap and place skin side up on a baking sheet.', 'Place something heavy, like a large iron skillet, on top to press salmon and refrigerate 24 hours.', 'Remove salmon from refrigerator and brush off salt.', 'Rinse salmon thoroughly under cold water, removing all the cure.', 'Place salmon on clean plastic wrap and sprinkle on the sugar, pressing it in fi rmly.', 'Wrap tightly and refrigerate for 1 week before serving.', 'NOTES : Gravlax will keep 2 weeks, well wrapped and refrigerated.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 111600.0, 'sug': 0.0}, {'fat': 1.4000000000000001, 'nrg': 56.0, 'pro': 4.34, 'sat': 0.07, 'sod': 70.0, 'sug': 0.0}, {'fat': 0.03125, 'nrg': 7.0, 'pro': 0.10875, 'sat': 0.00375, 'sod': 0.125, 'sug': 1.301875}, {'fat': 0.010625, 'nrg': 3.75, 'pro': 0.06375, 'sat': 0.0011875, 'sod': 0.3125, 'sug': 0.255625}, {'fat': 0.8400000000000001, 'nrg': 72.0, 'pro': 2.88, 'sat': 0.384, 'sod': 0.0, 'sug': 0.12000000000000001}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.0}, {'fat': 115.0309312, 'nrg': 2576.40256, 'pro': 359.97061119999995, 'sat': 17.798950079999997, 'sod': 798.32192, 'sug': 0.0}, {'fat': 0.0, 'nrg': 10752.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2815.6800000000003}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'red'}","{'energy': 263.39834536508215, 'fat': 2.278231326125742, 'protein': 7.134243695202426, 'salt': 5.46039812747109, 'saturates': 0.35457076495744166, 'sugars': 54.7134820255907}","['1', '14', '1', '1', '4', '3', '4', '14']","['cup', 'cup', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'pound', 'cup']","[288.0, 124.60000000000001, 15.5, 15.125, 27.599999999999998, 41.7, 1814.368, 2822.4000000000005]"
The Perfect Greek Salad,"['lettuce, cos or romaine, raw', 'cherries, sweet, raw', 'fresh red onions, upc: 888670013229', 'pickles, cucumber, sour', 'olives, ripe, canned (small-extra large)', 'cheese, feta', 'oil, olive, salad or cooking', 'lemon juice, raw', 'spices, oregano, dried', 'salt, table']","['In a large bowl, combine romaine lettuce, cherry tomatoes, red onion, cucumber, olives and feta cheese.', 'In a small bowl, make the lemon vinaigrette by whisking together the olive oil, lemon juice, oregano, salt and pepper.', 'Pour vinaigrette over the salad and toss to combine.', 'Add more black pepper to taste.']","[{'fat': 0.7000000000000001, 'nrg': 40.0, 'pro': 2.9, 'sat': 0.09, 'sod': 20.0, 'sug': 2.8000000000000003}, {'fat': 0.21000000000000002, 'nrg': 65.25, 'pro': 1.095, 'sat': 0.039, 'sod': 0.0, 'sug': 13.267500000000002}, {'fat': 0.0, 'nrg': 45.0, 'pro': 1.02, 'sat': 0.0, 'sod': 4.5, 'sug': 9.12}, {'fat': 0.31, 'nrg': 17.0, 'pro': 0.51, 'sat': 0.081, 'sod': 1872.0, 'sug': 1.64}, {'fat': 3.6, 'nrg': 40.0, 'pro': 0.28, 'sat': 0.476, 'sod': 248.0, 'sug': 0.0}, {'fat': 7.98, 'nrg': 99.0, 'pro': 5.33, 'sat': 5.60475, 'sod': 344.0, 'sug': 1.5325}, {'fat': 54.0, 'nrg': 476.0, 'pro': 0.0, 'sat': 7.456, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.110625, 'nrg': 10.125, 'pro': 0.159375, 'sat': 0.018375000000000002, 'sod': 0.375, 'sug': 1.1531250000000002}, {'fat': 0.04, 'nrg': 3.0, 'pro': 0.09, 'sat': 0.016, 'sod': 0.0, 'sug': 0.04}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 97.19252153723956, 'fat': 8.181172481212196, 'protein': 1.3911376550375756, 'salt': 1.1154686258935662, 'saturates': 1.684013563878536, 'sugars': 3.6113062870409975}","['5', '3/4', '1', '1', '1/4', '1/4', '1/4', '3', '1', '1/2']","['cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'tablespoon', 'teaspoon', 'teaspoon']","[235.0, 103.5, 150.0, 155.0, 33.6, 37.5, 54.0, 45.75, 1.0, 3.0]"
Sparkling Grape Juice,"['leavening agents, baking soda', 'grapes, red or green (european type, such as thompson seedless), raw']","['Combine ingredients.', 'Serve chilled or over ice.', 'You can adjust the ratio to suit your tastes (prefer more sweet or bubbly) or try other fruit juices for variety in flavor.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 31025.6928, 'sug': 0.0}, {'fat': 0.1814368, 'nrg': 78.24462, 'pro': 0.8164655999999999, 'sat': 0.06123492, 'sod': 2.26796, 'sug': 17.5540104}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 34.5, 'fat': 0.08, 'protein': 0.36, 'salt': 34.2025, 'saturates': 0.027, 'sugars': 7.739999999999999}","['4', '4']","['ounce', 'ounce']","[113.398, 113.398]"
Root Beer Fudge,"['butter, without salt', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'sugars, granulated', 'beverages, carbonated, root beer', 'salt, table', 'nuts, pecans']","['In a saucepan, melt butter over low heat and then add remaining ingredients.', 'Place over medium heat and cook until the mixture reaches a boil, stirring constantly.', 'Carefully clip a candy thermometer to the side of the pan.', 'Continue to cook, stirring constantly, until the mixture reaches the softball stage (234 degrees F), about 20 minutes.', 'Remove from heat and beat until thick.', 'Transfer immediately to well-greased 9-inch square glass dish and sprinkle with chopped pecans.', 'Cool thoroughly before cutting.']","[{'fat': 184.32, 'nrg': 1632.0, 'pro': 1.92, 'sat': 114.704, 'sod': 32.0, 'sug': 0.16}, {'fat': 3.16, 'nrg': 136.0, 'pro': 10.96, 'sat': 2.0599999999999996, 'sod': 142.66666666666666, 'sug': 16.919999999999998}, {'fat': 0.0, 'nrg': 3072.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 804.4800000000001}, {'fat': 0.0, 'nrg': 5.416666666666666, 'pro': 0.0, 'sat': 0.0, 'sod': 1.6666666666666665, 'sug': 1.3583333333333332}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 41850.0, 'sug': 0.0}, {'fat': 1098.3, 'nrg': 10542.0, 'pro': 140.0, 'sat': 94.304, 'sod': 0.0, 'sug': 60.620000000000005}]","{'fat': 'red', 'salt': 'red', 'saturates': 'red', 'sugars': 'red'}","{'energy': 511.92984596276057, 'fat': 42.77710622913733, 'protein': 5.086223148836126, 'salt': 3.4954753640224907, 'saturates': 7.022101959566611, 'sugars': 29.394774489037744}","['1', '1 1/3', '4', '2 1/2', '18', '14']","['cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'cup']","[227.2, 325.3333333333333, 806.4000000000001, 12.833333333333332, 108.0, 1526.0]"
Mimi's Punch,"['alcoholic beverage, distilled, whiskey, 86 proof', 'alcoholic beverage, distilled, gin, 90 proof', 'lemonade, frozen concentrate, white, prepared with water']",['Stir whiskey and gin together in a large pitcher; add lemonade and stir.'],"[{'fat': 0.0, 'nrg': 840.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.36}, {'fat': 0.0, 'nrg': 876.0, 'pro': 0.0, 'sat': 0.0, 'sod': 12.0, 'sug': 0.0}, {'fat': 0.48, 'nrg': 576.0, 'pro': 0.96, 'sat': 0.096, 'sod': 48.0, 'sug': 147.84}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 106.58482142857144, 'fat': 0.022321428571428572, 'protein': 0.044642857142857144, 'salt': 0.006975446428571431, 'saturates': 0.004464285714285715, 'sugars': 6.891741071428574}","['1 1/2', '1 1/2', '6']","['cup', 'cup', 'cup']","[333.6, 333.6, 1483.1999999999998]"
